x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,time
0.428483,0.431355,0.497221,0.392256,0.537735,0.337020,0.569137,0.286863,0.609708,0.235540,0.480828,0.241902,0.489337,0.167884,0.492494,0.117285,0.493165,0.075641,0.434646,0.244446,0.428671,0.164084,0.424164,0.108835,0.419359,0.059935,0.389207,0.258995,0.374549,0.188941,0.365889,0.134949,0.358427,0.089161,0.347167,0.280076,0.326562,0.222104,0.317325,0.181572,0.310916,0.144645,1572669290820
0.436660,0.433537,0.503289,0.395274,0.543048,0.339530,0.574723,0.289584,0.614347,0.238484,0.486886,0.242553,0.496374,0.170753,0.500554,0.119290,0.503300,0.077216,0.441917,0.245032,0.435294,0.167676,0.429274,0.111350,0.424767,0.063961,0.396924,0.259896,0.380946,0.191455,0.372373,0.136749,0.367259,0.091587,0.355401,0.282697,0.333535,0.225011,0.324530,0.183384,0.319544,0.145873,1572669290945
0.444737,0.434268,0.514042,0.393903,0.553638,0.338039,0.584641,0.287711,0.623199,0.234545,0.495979,0.244942,0.504586,0.173503,0.508210,0.122222,0.509806,0.079740,0.450864,0.247173,0.445048,0.169961,0.439153,0.113873,0.434005,0.065582,0.405558,0.260704,0.391172,0.192588,0.381866,0.137996,0.375466,0.092947,0.363873,0.280912,0.343134,0.223900,0.333901,0.182187,0.328347,0.145108,1572669291075
0.448197,0.430964,0.517528,0.391986,0.557657,0.337738,0.588732,0.287807,0.629144,0.235511,0.500941,0.242588,0.509087,0.167485,0.512869,0.116955,0.514015,0.075311,0.454708,0.245344,0.448941,0.164319,0.444104,0.109339,0.438668,0.060759,0.409006,0.259897,0.393559,0.189511,0.384366,0.134975,0.376431,0.088891,0.367160,0.280770,0.346253,0.222062,0.336480,0.181396,0.329492,0.144772,1572669291200
0.456300,0.432527,0.525755,0.392766,0.565862,0.337222,0.596483,0.287840,0.634533,0.235706,0.507121,0.242722,0.516148,0.171131,0.520312,0.120202,0.523112,0.078760,0.461961,0.245282,0.455604,0.167505,0.449960,0.111318,0.445851,0.062904,0.416608,0.259840,0.401050,0.191245,0.392717,0.136290,0.387744,0.090477,0.374911,0.281944,0.353229,0.224139,0.345178,0.182348,0.341022,0.145085,1572669291329
0.463710,0.433140,0.532150,0.392994,0.571541,0.337234,0.601742,0.287402,0.641135,0.235512,0.515118,0.241925,0.523450,0.170107,0.527180,0.119532,0.528884,0.078108,0.469383,0.244652,0.461966,0.167258,0.456409,0.112237,0.451715,0.064413,0.424341,0.259572,0.408892,0.190872,0.400037,0.136875,0.393673,0.092222,0.382777,0.281063,0.361571,0.223593,0.352414,0.182425,0.346823,0.145446,1572669291448
0.469016,0.434230,0.538070,0.394170,0.577740,0.338143,0.608395,0.288926,0.648582,0.237919,0.521646,0.242831,0.530134,0.170788,0.533869,0.120130,0.535396,0.078914,0.475549,0.245792,0.468608,0.167542,0.462818,0.112505,0.457459,0.064872,0.430328,0.260766,0.415031,0.191641,0.406107,0.137407,0.399346,0.092800,0.388589,0.282247,0.367230,0.224708,0.357948,0.183358,0.351995,0.146428,1572669291569
0.477056,0.433226,0.548818,0.391665,0.588392,0.336420,0.618058,0.284914,0.657593,0.231083,0.529674,0.243174,0.537930,0.169973,0.541393,0.118752,0.542596,0.076280,0.483584,0.245197,0.477637,0.165731,0.471994,0.109988,0.466822,0.060426,0.437643,0.259380,0.422923,0.189872,0.413119,0.135718,0.405862,0.089454,0.395320,0.280486,0.374617,0.222592,0.365087,0.181452,0.359031,0.144156,1572669291687
0.480030,0.435166,0.548563,0.397926,0.588963,0.340975,0.619861,0.289973,0.660253,0.237712,0.533862,0.244018,0.544433,0.170160,0.548899,0.119546,0.551155,0.077590,0.488217,0.246272,0.483846,0.167421,0.478975,0.111223,0.475057,0.062953,0.442406,0.260978,0.427161,0.191372,0.418721,0.137139,0.412640,0.091209,0.400783,0.283003,0.378995,0.224779,0.370401,0.183543,0.365298,0.146073,1572669291806
0.489295,0.433407,0.559715,0.391282,0.599549,0.336453,0.629665,0.284626,0.669164,0.231742,0.540652,0.242345,0.549477,0.170331,0.553243,0.119210,0.556055,0.076783,0.495119,0.244810,0.489066,0.166350,0.482895,0.110662,0.479037,0.062292,0.449707,0.259256,0.435060,0.189465,0.426128,0.134868,0.421376,0.089256,0.407625,0.280861,0.386975,0.221678,0.377937,0.179816,0.373571,0.143016,1572669291924
0.493981,0.432468,0.562717,0.394473,0.602724,0.338970,0.632843,0.288197,0.672992,0.235132,0.545999,0.243546,0.555430,0.169360,0.559915,0.119183,0.561662,0.077677,0.500360,0.246125,0.495099,0.166768,0.490733,0.111543,0.486592,0.063226,0.454993,0.260307,0.439905,0.190457,0.431361,0.136839,0.424346,0.091248,0.413665,0.280632,0.391936,0.222274,0.383156,0.181825,0.377561,0.144940,1572669292086
0.500337,0.432460,0.569098,0.392880,0.608793,0.337450,0.639534,0.287452,0.679402,0.236145,0.552778,0.242634,0.561497,0.170190,0.565162,0.119238,0.566373,0.077271,0.506662,0.245239,0.500228,0.166929,0.494437,0.111777,0.488939,0.064405,0.461340,0.260171,0.446308,0.191065,0.437444,0.136845,0.430476,0.091997,0.419586,0.281908,0.398428,0.224236,0.389034,0.182949,0.382893,0.145809,1572669292283
0.508182,0.433333,0.578916,0.392182,0.619088,0.335611,0.649052,0.285745,0.688182,0.233290,0.561218,0.244105,0.570438,0.171703,0.574300,0.120763,0.575878,0.078877,0.515017,0.246686,0.509165,0.168183,0.503390,0.112590,0.498023,0.064794,0.469334,0.260744,0.453592,0.191937,0.443898,0.137327,0.436847,0.092265,0.427689,0.281320,0.406280,0.223722,0.396563,0.182160,0.390151,0.145122,1572669292401
0.511497,0.429482,0.580495,0.390720,0.620873,0.336617,0.651967,0.286736,0.692009,0.234576,0.563393,0.241196,0.572297,0.166521,0.576520,0.115853,0.577979,0.074045,0.517668,0.244179,0.512192,0.163737,0.507256,0.108565,0.501567,0.060726,0.472195,0.259235,0.456575,0.189125,0.447293,0.134499,0.439256,0.088809,0.430934,0.280819,0.409673,0.221796,0.399695,0.181057,0.392687,0.144379,1572669292519
0.519579,0.430754,0.589700,0.390791,0.629949,0.335364,0.659819,0.286062,0.697559,0.234125,0.570699,0.241669,0.579754,0.169449,0.583987,0.118849,0.586245,0.077675,0.525213,0.244287,0.518454,0.166592,0.513335,0.110880,0.509191,0.062773,0.479778,0.259039,0.463643,0.190786,0.455078,0.136023,0.449028,0.090063,0.438117,0.281291,0.416361,0.223604,0.408183,0.181542,0.403376,0.143795,1572669292635
0.528928,0.432605,0.599235,0.391026,0.638947,0.335703,0.669115,0.286595,0.706331,0.234701,0.579842,0.244128,0.588592,0.171513,0.592584,0.120500,0.594698,0.078957,0.534146,0.246821,0.527327,0.169279,0.522529,0.113224,0.518426,0.065159,0.488276,0.261188,0.471954,0.192912,0.463418,0.138054,0.457250,0.092447,0.446458,0.282462,0.424494,0.225112,0.416251,0.182957,0.411221,0.144942,1572669292753
0.532762,0.434119,0.603146,0.394410,0.642768,0.338534,0.673321,0.289055,0.713233,0.237839,0.586555,0.243495,0.595472,0.171219,0.599214,0.120339,0.600560,0.078770,0.540348,0.246648,0.533687,0.167763,0.528018,0.112518,0.522972,0.064650,0.495075,0.261747,0.479539,0.192744,0.470150,0.138254,0.463176,0.093205,0.453499,0.282761,0.432058,0.225277,0.422697,0.184094,0.416531,0.147306,1572669292871
0.540960,0.432181,0.612127,0.390233,0.651552,0.335958,0.681223,0.284448,0.721043,0.230867,0.593676,0.242640,0.602195,0.169866,0.605725,0.118617,0.608239,0.076118,0.547428,0.245139,0.541613,0.166339,0.535480,0.111485,0.531219,0.062238,0.501377,0.259893,0.487031,0.190544,0.477784,0.136497,0.472296,0.090073,0.459171,0.281591,0.438956,0.222874,0.429993,0.181158,0.425140,0.143780,1572669292992
0.544026,0.432059,0.614032,0.391638,0.654768,0.334594,0.685144,0.283465,0.724096,0.231545,0.596616,0.240808,0.604686,0.166946,0.609156,0.117115,0.611290,0.075353,0.550228,0.245118,0.544589,0.167233,0.540287,0.112046,0.535969,0.064278,0.504262,0.260827,0.488795,0.191998,0.481077,0.138014,0.474066,0.091990,0.462029,0.282728,0.440975,0.223640,0.432499,0.182716,0.426782,0.144605,1572669293110
0.549898,0.433135,0.619212,0.394066,0.658910,0.338201,0.690250,0.288059,0.730419,0.236561,0.602991,0.243513,0.612054,0.170485,0.615493,0.119625,0.616961,0.077789,0.556638,0.246310,0.550565,0.166622,0.544192,0.111601,0.538446,0.063956,0.511360,0.261290,0.496268,0.191403,0.486838,0.136946,0.479808,0.091569,0.469777,0.282837,0.448738,0.224843,0.439028,0.183243,0.432651,0.145695,1572669293227
0.558872,0.433203,0.629412,0.391938,0.669407,0.336457,0.699435,0.286378,0.738217,0.233403,0.611696,0.243852,0.620881,0.171441,0.624664,0.120336,0.626360,0.077893,0.565394,0.246610,0.559417,0.168887,0.553387,0.113636,0.548319,0.065657,0.519414,0.260636,0.504332,0.191918,0.495303,0.137450,0.489038,0.092537,0.477249,0.281317,0.456016,0.223478,0.447278,0.181812,0.442015,0.144978,1572669293351
0.565688,0.431994,0.634676,0.392517,0.673533,0.337023,0.703866,0.286149,0.744045,0.233801,0.617103,0.243254,0.625346,0.169607,0.628057,0.118000,0.628821,0.075161,0.571023,0.245539,0.564854,0.165827,0.558638,0.110254,0.552732,0.061053,0.525800,0.260151,0.510938,0.190271,0.501753,0.135670,0.494620,0.089257,0.484235,0.281817,0.463367,0.224144,0.453473,0.182959,0.446931,0.145261,1572669293472
0.573002,0.433333,0.641556,0.394769,0.681816,0.338973,0.712694,0.289181,0.751110,0.235864,0.624219,0.243331,0.633838,0.171261,0.638047,0.119917,0.640703,0.078144,0.579139,0.246142,0.572628,0.168169,0.567685,0.111636,0.564153,0.062654,0.533777,0.260533,0.517505,0.192037,0.508654,0.137115,0.503355,0.091022,0.491711,0.282511,0.470299,0.224833,0.462045,0.182919,0.457903,0.144916,1572669293593
0.580767,0.432849,0.649176,0.393528,0.687995,0.338558,0.717639,0.287931,0.756279,0.234850,0.631349,0.243521,0.639425,0.170892,0.643710,0.119804,0.646198,0.078133,0.585979,0.245871,0.578352,0.168261,0.573021,0.112965,0.568616,0.064601,0.541037,0.260502,0.525505,0.191683,0.517378,0.137482,0.511646,0.091858,0.499501,0.281832,0.478467,0.223843,0.469833,0.182463,0.464682,0.144979,1572669293711
0.583100,0.433764,0.652367,0.395574,0.692204,0.339146,0.722582,0.288340,0.763310,0.236927,0.636097,0.244592,0.644675,0.170157,0.648135,0.119995,0.648617,0.078584,0.589671,0.247341,0.584215,0.167023,0.579553,0.111599,0.574379,0.063375,0.544142,0.262057,0.529245,0.192222,0.520067,0.138066,0.511775,0.092220,0.502522,0.282746,0.480880,0.224694,0.471720,0.183910,0.465171,0.146835,1572669293830
0.595700,0.434660,0.664845,0.392845,0.705220,0.337620,0.735009,0.286619,0.773032,0.233144,0.646853,0.243997,0.654171,0.172413,0.657590,0.121724,0.659395,0.079718,0.600748,0.245981,0.594996,0.168834,0.589250,0.113324,0.585226,0.065315,0.554689,0.259328,0.540299,0.191468,0.531439,0.137042,0.525865,0.091298,0.511706,0.280454,0.490384,0.223162,0.481786,0.181540,0.477552,0.144189,1572669293945
0.595189,0.431914,0.665449,0.391793,0.706679,0.334661,0.737317,0.283992,0.775635,0.232694,0.649192,0.242297,0.657851,0.167706,0.661910,0.116786,0.663375,0.074374,0.602071,0.246007,0.596584,0.166228,0.591895,0.111124,0.586753,0.062430,0.555801,0.261217,0.540286,0.191546,0.532391,0.137400,0.525575,0.091316,0.512918,0.282439,0.492365,0.224086,0.483085,0.183577,0.476247,0.146191,1572669294067
0.609109,0.433856,0.678216,0.391111,0.718125,0.334802,0.746923,0.284859,0.784943,0.233608,0.659384,0.243227,0.666401,0.170726,0.669308,0.119431,0.669725,0.077685,0.613653,0.245460,0.608022,0.167053,0.602405,0.111016,0.597727,0.063944,0.568140,0.258424,0.553819,0.189238,0.544648,0.135066,0.538606,0.090592,0.525495,0.278475,0.504178,0.220569,0.495585,0.179328,0.491133,0.142736,1572669294188
0.610811,0.434827,0.679674,0.395346,0.719184,0.339621,0.749450,0.289208,0.790613,0.237199,0.662308,0.244436,0.670637,0.170519,0.674272,0.120067,0.675415,0.078919,0.616684,0.247520,0.610102,0.167784,0.605692,0.112414,0.601331,0.063375,0.571735,0.262066,0.556586,0.192335,0.547870,0.138444,0.540581,0.092555,0.530167,0.282519,0.508825,0.224595,0.499941,0.183657,0.493817,0.146394,1572669294307
0.617875,0.433733,0.686206,0.393136,0.725827,0.337195,0.755575,0.285564,0.795055,0.233180,0.668321,0.241534,0.676933,0.169527,0.680409,0.118560,0.682020,0.076214,0.622835,0.243434,0.616655,0.165965,0.611480,0.110708,0.606485,0.061919,0.577900,0.257827,0.563483,0.189472,0.554973,0.135485,0.548353,0.090010,0.536168,0.279307,0.515318,0.222567,0.506027,0.181228,0.500458,0.143744,1572669294425
0.625451,0.434175,0.695005,0.394614,0.734684,0.338834,0.765100,0.287654,0.804426,0.233961,0.676715,0.243297,0.685204,0.171806,0.688770,0.120452,0.690344,0.077861,0.631550,0.245704,0.625340,0.168177,0.619951,0.111716,0.615490,0.062556,0.586099,0.259745,0.571298,0.191893,0.562190,0.136910,0.556182,0.090815,0.543891,0.280632,0.522988,0.223708,0.514156,0.181759,0.509256,0.144182,1572669294546
0.633143,0.434006,0.701597,0.394316,0.740558,0.339100,0.770402,0.288169,0.809501,0.234971,0.683758,0.243989,0.691900,0.171216,0.696338,0.119991,0.698937,0.078249,0.638342,0.246423,0.630682,0.168541,0.625397,0.113110,0.621090,0.064822,0.593378,0.261040,0.577737,0.192058,0.569441,0.137612,0.563655,0.091942,0.551803,0.282280,0.530615,0.224119,0.521808,0.182594,0.516698,0.145080,1572669294670
0.638610,0.433138,0.707141,0.394060,0.747084,0.338418,0.776673,0.287370,0.817438,0.234849,0.690112,0.242042,0.698708,0.168583,0.702129,0.117142,0.702808,0.074413,0.643863,0.244500,0.637666,0.164872,0.632513,0.109343,0.627431,0.059107,0.598463,0.259497,0.583845,0.190246,0.575058,0.136244,0.568155,0.089746,0.556383,0.281675,0.535757,0.224265,0.526768,0.183725,0.521136,0.146233,1572669294789
0.644652,0.435696,0.713229,0.396251,0.752847,0.339817,0.783474,0.289205,0.822513,0.237744,0.695406,0.243196,0.705763,0.171673,0.711000,0.120518,0.714545,0.078645,0.650187,0.245777,0.643514,0.168497,0.638455,0.111966,0.634988,0.063757,0.605326,0.260526,0.589294,0.192098,0.581130,0.137502,0.576165,0.092580,0.563689,0.282982,0.541823,0.225150,0.533965,0.183651,0.530135,0.147042,1572669294911
0.648933,0.433107,0.717482,0.392957,0.757965,0.337243,0.789384,0.285850,0.829657,0.233438,0.699714,0.242962,0.708804,0.169494,0.712658,0.118909,0.714455,0.077023,0.654033,0.245626,0.648361,0.166253,0.643828,0.110568,0.639437,0.061572,0.608971,0.260128,0.594534,0.190155,0.586014,0.136289,0.579141,0.090862,0.567505,0.280729,0.546996,0.222430,0.537869,0.181768,0.532244,0.144808,1572669295029
0.658483,0.433406,0.728006,0.393159,0.767744,0.337694,0.798469,0.286931,0.837683,0.233194,0.709978,0.243002,0.718472,0.171421,0.722336,0.120047,0.724224,0.077460,0.664770,0.245446,0.658350,0.168042,0.653003,0.111756,0.648771,0.062699,0.619322,0.259381,0.604490,0.191345,0.595726,0.136550,0.590071,0.090724,0.577092,0.280113,0.556288,0.222950,0.547662,0.181047,0.542954,0.143687,1572669295147
0.663757,0.431911,0.732416,0.393926,0.772073,0.338741,0.802215,0.287763,0.841873,0.234660,0.715427,0.243764,0.724413,0.169346,0.729010,0.119079,0.731013,0.077533,0.669907,0.246292,0.664322,0.166996,0.659768,0.111801,0.655328,0.063279,0.624597,0.260503,0.609538,0.190862,0.600749,0.137070,0.593278,0.091170,0.583337,0.280921,0.561853,0.222669,0.552801,0.181975,0.546821,0.144944,1572669295269
0.671882,0.432388,0.742333,0.391117,0.782384,0.335454,0.812644,0.285402,0.851024,0.232510,0.724796,0.243083,0.733656,0.171030,0.737264,0.119921,0.738699,0.077813,0.678559,0.245736,0.672398,0.168118,0.666432,0.112526,0.661263,0.064684,0.632731,0.259448,0.617561,0.190875,0.608424,0.136467,0.601974,0.091886,0.590751,0.279846,0.569297,0.222378,0.560167,0.180854,0.554638,0.144191,1572669295390
0.678734,0.432468,0.746494,0.393996,0.786001,0.338608,0.817355,0.287999,0.857638,0.236886,0.730388,0.243292,0.738884,0.170835,0.742789,0.119979,0.744655,0.078010,0.684150,0.245477,0.677915,0.166654,0.671890,0.111664,0.666220,0.064200,0.638833,0.260656,0.623747,0.190998,0.614315,0.137212,0.607006,0.092078,0.597195,0.283043,0.576569,0.224978,0.567141,0.183872,0.560844,0.146659,1572669295505
0.680555,0.434276,0.749533,0.395231,0.791362,0.335003,0.822091,0.283521,0.859442,0.233862,0.732983,0.239666,0.742100,0.167603,0.746816,0.117708,0.748373,0.077198,0.686495,0.243636,0.680911,0.167132,0.676526,0.112520,0.671509,0.066325,0.640637,0.260265,0.624897,0.193477,0.616284,0.139948,0.608165,0.094319,0.598707,0.283647,0.578010,0.226498,0.569145,0.185229,0.562455,0.147168,1572669295625
0.692081,0.434103,0.761118,0.393580,0.801894,0.335900,0.832205,0.283674,0.869836,0.232545,0.741879,0.242428,0.749633,0.170832,0.753615,0.119948,0.755132,0.078333,0.695638,0.244194,0.691075,0.167160,0.685355,0.111812,0.680062,0.064503,0.649702,0.258962,0.635158,0.191400,0.625399,0.137315,0.618515,0.090735,0.607025,0.281765,0.586435,0.225358,0.576941,0.184625,0.571303,0.146944,1572669295746
0.699285,0.437242,0.764962,0.397416,0.807569,0.337932,0.838591,0.285919,0.878110,0.235796,0.748138,0.239254,0.756011,0.167568,0.759530,0.116906,0.759984,0.076416,0.702452,0.242457,0.695375,0.166883,0.690269,0.111688,0.685215,0.062937,0.657232,0.258841,0.642288,0.192323,0.631968,0.138027,0.623707,0.091270,0.615047,0.283605,0.594324,0.227118,0.584073,0.186107,0.576994,0.148142,1572669295871
0.689521,0.440353,0.761696,0.396425,0.803068,0.339773,0.834463,0.290103,0.872870,0.238934,0.741340,0.246221,0.748373,0.172303,0.750358,0.121895,0.751021,0.083070,0.695718,0.249406,0.688981,0.170310,0.683393,0.113532,0.679344,0.066542,0.648639,0.264024,0.632502,0.193214,0.623469,0.138420,0.615954,0.093408,0.606877,0.285524,0.584649,0.226770,0.573974,0.185907,0.564720,0.147699,1572669295989
0.688458,0.437259,0.754673,0.396267,0.797751,0.336697,0.829885,0.286595,0.867533,0.236296,0.738774,0.241040,0.746590,0.169269,0.748932,0.118706,0.747827,0.077076,0.691624,0.243627,0.686676,0.166866,0.681063,0.111396,0.675346,0.062942,0.644304,0.259716,0.630374,0.192126,0.622431,0.137565,0.614598,0.091321,0.601018,0.283930,0.581227,0.228173,0.571565,0.188613,0.563136,0.151638,1572669296113
0.679099,0.438836,0.749676,0.396305,0.792479,0.338273,0.824058,0.288005,0.862038,0.237930,0.730866,0.245429,0.738477,0.171979,0.740096,0.121380,0.738624,0.080998,0.684608,0.248870,0.679542,0.170166,0.674636,0.113515,0.669542,0.065851,0.637507,0.264758,0.622427,0.194470,0.613935,0.139478,0.605506,0.093902,0.595767,0.286664,0.575484,0.228704,0.565785,0.187786,0.556936,0.148957,1572669296230
0.669272,0.438271,0.740106,0.394120,0.780258,0.338338,0.810841,0.287614,0.848832,0.235604,0.722620,0.245749,0.730178,0.170825,0.732636,0.120184,0.732621,0.080962,0.676010,0.249020,0.670637,0.167942,0.665004,0.111348,0.659392,0.064440,0.629611,0.264175,0.612981,0.192126,0.604471,0.137760,0.596676,0.094536,0.588257,0.285701,0.565381,0.225230,0.554939,0.184301,0.545127,0.147435,1572669296348
0.665457,0.436470,0.733405,0.393234,0.774436,0.335350,0.805927,0.285025,0.845064,0.234220,0.715321,0.241263,0.724829,0.168931,0.730231,0.119187,0.733137,0.077301,0.669058,0.244259,0.664680,0.166531,0.660929,0.111971,0.657657,0.063937,0.622979,0.259398,0.609006,0.190314,0.601669,0.136576,0.595064,0.091851,0.580276,0.281052,0.558801,0.224013,0.550305,0.184038,0.544203,0.147155,1572669296468
0.658857,0.436874,0.729652,0.395296,0.771361,0.339027,0.801398,0.288038,0.841140,0.236012,0.713050,0.244761,0.721737,0.171767,0.724347,0.121213,0.723787,0.079638,0.666103,0.248158,0.661243,0.169110,0.656334,0.114116,0.652150,0.066321,0.619781,0.263333,0.605347,0.192637,0.597425,0.138596,0.589819,0.094052,0.577531,0.284487,0.555646,0.227097,0.546883,0.187368,0.539067,0.150497,1572669296587
0.651613,0.435780,0.724034,0.391523,0.764346,0.335292,0.793471,0.284885,0.831110,0.233318,0.706264,0.244800,0.714936,0.169740,0.718155,0.119796,0.719439,0.080881,0.658361,0.248425,0.652904,0.166610,0.647369,0.110986,0.641649,0.064270,0.611439,0.263623,0.595286,0.191994,0.587679,0.136761,0.580389,0.091752,0.569102,0.284514,0.546010,0.225388,0.536320,0.183947,0.527662,0.145723,1572669296709
0.644640,0.434542,0.715263,0.391274,0.755962,0.336723,0.787194,0.287586,0.825928,0.234881,0.698202,0.243944,0.707689,0.170482,0.710717,0.120754,0.710886,0.080283,0.651644,0.247571,0.647237,0.168475,0.641872,0.113447,0.636819,0.066541,0.604867,0.262377,0.590727,0.191525,0.582987,0.137149,0.575636,0.093104,0.562705,0.282208,0.540798,0.223758,0.532367,0.183033,0.525449,0.146121,1572669296835
0.638829,0.435480,0.710104,0.393125,0.750842,0.337289,0.780793,0.286721,0.817830,0.234855,0.693776,0.244699,0.702186,0.171215,0.704157,0.121192,0.703552,0.081443,0.646424,0.247895,0.641376,0.168375,0.635062,0.112925,0.628824,0.065883,0.599636,0.262994,0.583354,0.193218,0.574800,0.138812,0.566924,0.094253,0.557500,0.283190,0.534951,0.225480,0.525534,0.184746,0.517279,0.147430,1572669296991
0.630534,0.434575,0.701015,0.391072,0.741501,0.336360,0.772078,0.287093,0.809353,0.234924,0.684892,0.243147,0.692652,0.171454,0.694682,0.122181,0.694491,0.082704,0.638107,0.246928,0.632716,0.168751,0.626143,0.113871,0.620409,0.067560,0.591626,0.262127,0.575949,0.193217,0.567095,0.139508,0.559248,0.095871,0.549507,0.282194,0.526859,0.225360,0.517880,0.184713,0.510366,0.147492,1572669297147
0.626029,0.431951,0.695977,0.389672,0.736019,0.334009,0.766209,0.286073,0.805495,0.234445,0.679187,0.243430,0.688234,0.170001,0.691438,0.119543,0.691388,0.078261,0.632131,0.247105,0.627971,0.167898,0.622090,0.112941,0.616030,0.063785,0.585243,0.262053,0.570399,0.192063,0.562578,0.137929,0.554409,0.092253,0.543110,0.282591,0.522168,0.225299,0.513204,0.184807,0.505121,0.147292,1572669297291
